name,mos_align,std_align,prompt,caption,similarity_score,similarity_sentence,TOPIQ_score,modifier,reward,mos_quality,std_quality,TOPIQ_score_bare
AttnGAN_normal_030.jpg,0.605682672,0.678309106,brand logo fruit company,a pair of shoes on top of a pair of shoes,0.2164,a pair of shoes on top of a ,0.193269446,0.12984,-2.222256899,1.014269206,0.559228261,0.2515999972820282
AttnGAN_normal_031.jpg,0.742358137,0.980585945,black mickey mouse skull,a room with a bunch of stuffed animals on the walls,0.2605,a room with a bunch of stuffed animals on ,0.16812104,0.1563,-2.262627125,0.821435934,0.354271932,0.2174404859542846
AttnGAN_normal_032.jpg,0.803090148,0.525455468,an emo portrait painting,a person wearing a tie and a shirt,0.2819,a person ,0.199018449,0.16913999999999998,-2.192102909,1.057775532,0.612666679,0.2791224718093872
AttnGAN_normal_033.jpg,0.182860864,0.469014935,the pope had a rock band,an aerial view of a variety of tropical plants,0.0189,an aerial ,0.216095254,0.01134,-2.275347233,1.179543421,0.398577932,0.3633975982666015
AttnGAN_normal_034.jpg,0.385017296,0.559629168,rat portrait as a warrior,a room filled with lots of different types of electronic equipment,0.1357,a room ,0.299262941,0.08141999999999999,-2.26301527,1.508930173,0.551647733,0.3070502281188965
AttnGAN_normal_035.jpg,0.269767789,0.372108636,illustration of a rowboat,a hot dog in a bowl on a table,0.105,a hot ,0.183026627,0.063,-2.277138948,0.761394747,0.207618326,0.3221225440502167
AttnGAN_normal_036.jpg,0.468583101,0.56108141,gnome warfare at walmart,a baseball player holding a bat on a baseball field,0.098,a baseball ,0.225647911,0.0588,-2.23206377,1.116526892,0.196692972,0.3304318487644195
AttnGAN_normal_037.jpg,0.803624615,0.583353591,demon queen with red eyes,a bike with a picture of a cat on it,0.1571,a bike with a picture of ,0.198644429,0.09426,-2.264927626,1.134741777,0.172072178,0.284132719039917
AttnGAN_normal_038.jpg,0.803090148,0.860914555,christmas at kelly family,a woman dressed in black and white sitting on a table,0.0935,a woman dressed in black and white ,0.210505769,0.0561,-2.242938042,1.092275216,0.755572093,0.3401983380317688
AttnGAN_normal_039.jpg,0.945308415,0.911718028,beautiful topaz girl dark,a black and white cat standing on top of a table,0.2593,a black ,0.247555822,0.15557999999999997,-2.268997192,1.247523795,0.577585912,0.235448956489563
AttnGAN_normal_040.jpg,0.946101985,1.092064402,an elaborate robot coding,a number of people standing on top of a pile of luggage,0.1596,a number of ,0.172553673,0.09576,-2.054413795,0.980694987,0.345974902,0.2622418701648712
AttnGAN_normal_041.jpg,0.389300995,0.489332456,a raspberry made of metal,a man is sitting on a chair in a room,0.1402,a man ,0.211785659,0.08411999999999999,-2.189606905,1.079102747,0.745080493,0.3028473556041717
AttnGAN_normal_042.jpg,1.004686321,1.301381217,a man jumping off a cliff,a series of photos of cows in a field,0.0371,a series ,0.234828964,0.02226,-2.268676281,1.253245361,0.403445987,0.257177323102951
AttnGAN_normal_043.jpg,0.605682672,0.788806643,a frog wearing police cap,a pair of scissors sitting on top of a table,0.1568,a pair of scissors ,0.236831859,0.09408,-2.220766068,1.23918794,0.91838711,0.2974068522453308
AttnGAN_normal_044.jpg,0.553112625,0.466850533,male warrior silver armor,a pile of stuffed animals sitting on top of each other,0.1472,a pile of stuffed ,0.213496774,0.08832,-2.267765999,1.106599613,0.524232798,0.2418933808803558
AttnGAN_normal_045.jpg,0.325327435,0.533822636,superman punches the pope,a collage of photos of various types of animals,0.0427,a collage ,0.214386135,0.02562,-2.261181355,1.252358797,0.630744468,0.2884374260902405
AttnGAN_normal_046.jpg,0.873277939,1.064109172,the drowned and the saved,a painting of a river with trees,0.3144,a painting of a river ,0.231942281,0.3144,-2.149019718,1.220137663,0.303008871,0.2734026312828064
AttnGAN_normal_047.jpg,0.411989915,0.445736623,stalin tapdancing on stage,a statue of a man sitting on top of a counter,0.0882,a statue of ,0.184825182,0.061739999999999996,-2.240734816,0.86802727,0.698879262,0.2842051684856415
AttnGAN_normal_048.jpg,0.519696217,0.534904966,scottish highlands at dawn,a young woman is sitting on the floor with a towel around her neck,0.012,a young woman ,0.149049327,0.0072,-2.282239914,0.735230234,0.326858888,0.3253559172153473
AttnGAN_normal_049.jpg,0.288039227,0.239239529,portrait of evil alchemist,a white and black striped animal laying in the snow,0.1781,a white and black ,0.121194109,0.10686,-2.275985241,0.649658335,0.525468227,0.3744955956935882
AttnGAN_normal_050.jpg,0.178657573,0.574420866,logo design of a full moon,a large body of water with a beach,0.2573,a large body of water with a beach ,0.374527156,0.15438,-2.283883572,2.010516065,0.557545506,0.3814001679420471
AttnGAN_normal_051.jpg,0.981735619,0.76164381,hanging gardens of babylon,a pair of birds standing on top of a snow covered ground,0.1472,a pair of birds standing on top of a ,0.215668753,0.08832,-2.273827553,1.062470367,0.623660348,0.4136846363544464
AttnGAN_normal_052.jpg,0.845084862,0.641668615,concept art of giant ogres,a close up picture of a pair of black and white painted shoes,0.2181,a close up picture of a pair of black and white painted ,0.219296739,0.13085999999999998,-2.146809578,1.168900836,0.472985683,0.245299607515335
AttnGAN_normal_053.jpg,0.845084862,0.442218359,castle from howl's sticker,a flock of birds standing on top of a building,0.1575,a flock of birds standing on top of a building ,0.202018365,0.0945,-2.281193733,1.084556311,0.326742089,0.3238768279552459
AttnGAN_normal_054.jpg,0.220106689,0.435309485,beautiful white fluffy cat,a man in a black shirt and a man in a white shirt,0.0876,a man ,0.216907352,0.052559999999999996,-2.257091761,1.149675658,0.334483367,0.3270068168640136
AttnGAN_normal_055.jpg,0.504397017,0.663185181,a small ocean full of life,a statue of a man sitting on a chair in front of a window,0.1036,a statue of ,0.264539003,0.06215999999999999,-2.256254911,1.161804194,0.315363014,0.2785418927669525
AttnGAN_normal_056.jpg,0.922047832,0.470764946,survival in a winter forest,a river filled with lots of water and trees,0.1689,a river filled with lots of water and trees ,0.31222564,0.10134,-2.242048264,1.391281461,0.563978653,0.39766326546669
AttnGAN_normal_057.jpg,0.652605272,1.333069062,sartre hugging a sad alien,a cat looking at itself in the mirror,0.1995,a cat looking at itself in the ,0.201042801,0.1197,-2.281885862,1.112367509,0.758240123,0.1890517175197601
AttnGAN_normal_058.jpg,0.69188714,0.358839142,hairy man in eagle costume,a black and white photo of a person wearing a suit and tie,0.3422,a black and white photo of a person wearing a suit and tie ,0.198890433,0.20532,-2.270399094,1.000336846,0.358423691,0.2930144965648651
AttnGAN_normal_059.jpg,0.441791736,0.296513671,barak obama as master chief,a pair of women sitting on top of a grass covered field,0.0141,a pair of ,0.17363438,0.008459999999999999,-2.268059969,0.753539821,0.355756524,0.2918584644794464
AttnGAN_normal_060.jpg,0.850496237,0.842552058,"artwork with only triangles, anime style",a painting of a person with a skateboard,0.3604,a painting of a ,0.166910157,0.28832,-2.216331959,0.919776796,0.719282241,0.3797180950641632
AttnGAN_normal_061.jpg,0.409963958,0.28187264,"a yellow rendition of venom, sci-fi style",a bowl of food in a bowl on a table,0.1485,a bowl ,0.11219348,0.0891,-2.281644106,0.678182301,0.409283535,0.1950816810131073
AttnGAN_normal_062.jpg,0.833684757,0.435066391,"a colour portrait of a king, realistic style",a painting of two girls on a street,0.4216,a painting of ,0.171287373,0.4216,-1.984600425,0.901809839,0.404428381,0.2399274408817291
AttnGAN_normal_063.jpg,0.70828361,0.497767609,"overwatch small hut building, abstract style",a painting of a horse and a bird,0.1308,a painting of ,0.176105887,0.07848,-2.274303436,0.986154364,0.339139321,0.3373875916004181
AttnGAN_normal_064.jpg,1.184861428,0.861777552,"monsters playing board games, baroque style",a black and white cat with a stuffed animal on it's head,0.1229,a black and white ,0.156849146,0.07374,-2.234895229,0.935417685,0.635748859,0.233912855386734
AttnGAN_normal_065.jpg,1.077419679,0.746786189,"an environmental concept art, anime style",a pile of shoes on the floor,0.1141,a pile of ,0.236369684,0.06846,-2.049015284,1.388190702,0.478764802,0.3358093500137329
AttnGAN_normal_066.jpg,0.604980215,0.34332712,"a pizza with chocolate on it, sci-fi style",a cartoon character flying through the air while holding a skateboard,0.193,a cartoon ,0.166467384,0.1158,-2.251209497,0.761394747,0.381926037,0.2956459820270538
AttnGAN_normal_067.jpg,0.457481316,0.655446631,"a woman in newspaper clothes, realistic style",a vase filled with flowers sitting on top of a table,0.1358,a vase filled with flowers sitting on top of ,0.25019598,0.08148,-2.283956051,1.042384048,0.356275928,0.332291692495346
AttnGAN_normal_068.jpg,0.497452181,0.414730649,"yog sothoth chef in a kitchen, abstract style",a pair of birds standing next to each other,0.033,a pair of ,0.124033093,0.0198,-2.282418489,0.685643707,0.354790592,0.2785957157611847
AttnGAN_normal_069.jpg,0.564086878,0.561682749,"synthwave astronaut tabby cat, baroque style",a painting of a group of birds on a wall,0.1781,a painting of a group of birds ,0.206225574,0.10686,-2.25152874,1.116526892,0.546724078,0.326346606016159
AttnGAN_normal_070.jpg,0.415631423,0.452598402,"space reflected in fox's eye , anime style",a lamp is lit up on a night stand,0.1855,a lamp ,0.110520408,0.1113,-2.272471189,0.663293231,0.846375252,0.2038845121860504
AttnGAN_normal_071.jpg,0.629428475,0.549204173,"smart sri lanka buddhist monk, sci-fi style",a toy elephant sitting on top of a table,0.0658,a toy elephant sitting on top of a table ,0.136651739,0.039479999999999994,-2.236349821,0.578348419,0.396731195,0.3096016347408294
AttnGAN_normal_072.jpg,0.623776738,0.597267351,"painted portrait of snake man, realistic style",a man is holding a skateboard in his hand,0.3305,a man ,0.205625251,0.1983,-1.465982676,1.086342024,0.356270515,0.3243747055530548
AttnGAN_normal_073.jpg,0.452923825,0.51185974,"otter making a disgusted face, abstract style",a flat screen tv sitting on top of a wall,0.1532,a flat screen ,0.287908614,0.09192,-2.27737236,1.269550286,0.538479111,0.2877354919910431
AttnGAN_normal_074.jpg,0.49324274,0.574023771,"legionary of the roman empire, baroque style",a flock of birds standing next to each other,0.1746,a flock of ,0.172755316,0.10476,-2.046677589,0.850998035,0.346776319,0.3199495375156402
AttnGAN_normal_075.jpg,0.597640981,0.607389432,"concept art of octopus attack, anime style",a flock of birds flying through the air,0.1803,a flock of birds flying through the air ,0.142085239,0.10817999999999998,-1.957292318,0.495534588,0.427708156,0.2621985077857971
AttnGAN_normal_076.jpg,0.845084862,0.747778109,"a biomechanical dahlia flower, sci-fi style",a collage of photos of a person with a plant,0.2361,a collage of photos of a person with a plant ,0.208887637,0.14166,-2.272341967,1.098613732,0.901195797,0.3538500070571899
AttnGAN_normal_077.jpg,0.257352514,0.453073617,"a anthropomorphic cat warrior, realistic style",a glass of wine sitting on top of a counter,0.0399,a glass of ,0.227044836,0.02394,-2.274891615,1.119807896,0.414666646,0.2275329232215881
AttnGAN_normal_078.jpg,0.393920539,0.468201514,"tree of life embroidered scene, abstract style",a man is holding a blender in his hand,0.1304,a man is holding a blender ,0.220316663,0.07823999999999999,-2.237484694,0.970469084,0.524149704,0.2994005978107452
AttnGAN_normal_079.jpg,1.004566026,0.767461712,"the infernal dark gun magicks , baroque style",a statue of a woman holding a clock in front of a wall,0.1987,a statue of ,0.252058446,0.11921999999999999,-2.032084703,1.402772373,1.07214882,0.3281886279582977
AttnGAN_normal_080.jpg,0.481457492,0.339049937,"painted portrait of goblin man, anime style",a black and white photo of a person holding a clock,0.3339,a black and white photo of ,0.144614846,0.20034,-2.279439926,0.812984657,0.735026903,0.4163427650928497
AttnGAN_normal_081.jpg,0.406335814,0.601449218,"large purple lovecraftian void, sci-fi style",the reflection of a mirror on a wall,0.2715,the reflection ,0.264320105,0.16290000000000002,-2.270988464,0.955535203,0.23871129,0.3690060675144195
AttnGAN_normal_082.jpg,0.516334989,0.532775663,"lanky young half - orc warrior, realistic style",a collection of birds sitting on top of a table,0.1369,a collection ,0.174283579,0.08213999999999999,-2.280411005,0.905232817,0.414046621,0.3912406265735626
AttnGAN_normal_083.jpg,0.560448775,0.629124546,"eiffel tower drenched in blood, abstract style",a woman holding a skateboard in her hand,0.0442,a woman ,0.202897757,0.026520000000000002,-2.183222055,0.763087515,0.701361348,0.3138497471809387
AttnGAN_normal_084.jpg,0.541980536,0.574117147,"sheep that looks like broccoli, baroque style",a pair of skis sitting on top of a counter,0.1324,a pair of ,0.170014188,0.07944,-2.28193903,0.875752826,0.43518024,0.2385967075824737
AttnGAN_normal_085.jpg,0.232521964,0.459285357,"grumpy minions sitting in a bar, anime style",a man is taking a picture of himself in the mirror,0.033,a man ,0.15872933,0.0198,-2.27977252,0.776328629,0.259128152,0.2900601923465729
AttnGAN_normal_086.jpg,0.767535581,0.797303011,"a very drunk person named aaron, sci-fi style",an advertisement for a doughnut shop on the side of a building,0.1344,an advertisement for a ,0.226986811,0.08063999999999999,-2.152120829,1.161274584,0.716601129,0.2958866655826568
AttnGAN_normal_087.jpg,0.659590655,0.816063936,"a tonalism portrait of a ghost , realistic style",a painting of a pair of shoes on a wall,0.2984,a painting of ,0.212859735,0.2984,-2.274659872,0.965602553,0.285318521,0.3359211087226867
AttnGAN_normal_088.jpg,1.02748653,0.685047874,"a space shuttle flying in space, abstract style",a cake with a cartoon character on top of it,0.1307,a cake with a cartoon ,0.242942914,0.07842,-2.264387131,1.22513052,0.413156708,0.3299694359302521
AttnGAN_normal_089.jpg,0.530848447,0.677700073,"a crocodile in a new york sewer, baroque style",a row of vases sitting on top of a counter,0.1788,a row ,0.161140352,0.10727999999999999,-2.281876087,0.712802152,0.396698587,0.1846632063388824
AttnGAN_normal_090.jpg,0.344259439,0.653426234,"little girl with a mushroom hat, anime style",a painting of two horses in the middle of a park,0.1489,a painting ,0.239052936,0.08934,-2.283717155,1.209411183,0.379049878,0.2474930584430694
AttnGAN_normal_091.jpg,0.702583315,0.420071168,"ufo ignoring the laws of phyics, sci-fi style",a man flying through the air while riding a skateboard,0.1656,a man flying through the ,0.161756665,0.09935999999999999,-2.065765619,0.863588083,0.400213922,0.2730835378170013
AttnGAN_normal_092.jpg,0.54868215,0.600504075,"steampunk walter white portrait , realistic style",a black and white photo of a person sitting on a skateboard,0.3843,a black and white photo of ,0.165321484,0.3843,-2.281861067,0.845580156,0.476308659,0.3156630396842956
AttnGAN_normal_093.jpg,0.696883506,0.501431398,"photo of tony danza eating chili, abstract style",an old wooden building with a window,0.0988,an old ,0.260409474,0.05928,-2.245949745,1.478164096,0.644720816,0.3218554854393005
AttnGAN_normal_094.jpg,0.60877307,0.823361227,"painted portrait of fierce elder, baroque style",a flock of greenish greenish greenish greenish greenish greenish,0.1136,a flock of greenish ,0.204062209,0.06816,-2.278717518,0.916490494,0.45949383,0.3450623452663421
AttnGAN_normal_095.jpg,0.422156431,0.494782666,"moon sea with stars and galaxies, anime style",a painting of a man flying through the air,0.1192,a painting of a man flying ,0.20469664,0.07152,-2.275664806,1.020469898,0.531171361,0.2763713896274566
AttnGAN_normal_096.jpg,0.547283561,0.799152537,"meme about making peanut butter , sci-fi style",a painting of a tree with flowers in it,0.1086,a painting of ,0.264552653,0.06516,-2.23821044,1.295323696,0.523710839,0.3671920597553253
AttnGAN_normal_097.jpg,0.170445589,0.476335408,"donald trump playing in the rain, realistic style",a kite flying in the air over a beach,0.1536,a kite flying in the air over a beach ,0.184813201,0.09215999999999999,-2.281199694,0.895799678,0.396296943,0.3338558971881866
AttnGAN_normal_098.jpg,0.970817724,0.37635206,"cute fox in suit dancing in club, abstract style",a skateboarder is doing tricks on his skateboard,0.0641,a skateboarder ,0.179891944,0.03846,-2.251650572,0.820802133,0.313167937,0.3368122577667236
AttnGAN_normal_099.jpg,0.544081163,0.277659336,"brain floating out of a portrait, baroque style",a blurry photo of a skateboard in the middle of a room,0.2342,a blurry photo of ,0.171773165,0.14051999999999998,-2.276519299,0.8493261,0.379767394,0.2734784185886383
AttnGAN_normal_100.jpg,1.02123126,0.925723273,"a small garden buzzing with bees, anime style",a wooden bench sitting in front of a display of colorful umbrellas,0.1297,a wooden bench sitting in front of a display of colorful ,0.217996716,0.07782,-2.236808062,1.178897031,0.633309209,0.2524621784687042
AttnGAN_normal_101.jpg,0.994900832,0.744714303,"a man playing an invisible cello, sci-fi style",a painting of a person on a skateboard,0.1823,a painting of a person on ,0.181339905,0.10937999999999999,-2.251862764,0.829617037,0.668279123,0.3914185464382171
AttnGAN_normal_102.jpg,1.087526681,1.192546223,"a grand stag in a fantasy forest, realistic style",a flock of birds flying through the air,0.1888,a flock of birds flying through the ,0.165730953,0.11327999999999999,-2.280594826,0.799027902,0.749671265,0.3315246403217315
AttnGAN_normal_103.jpg,0.78808434,0.688698947,"a giant rock floating in the air, abstract style",bunches of bananas hanging from a fence,0.2209,bunches of bananas hanging from a ,0.1942911,0.13254,-2.262351751,0.929924681,0.291859613,0.2093411386013031
AttnGAN_normal_104.jpg,0.468583101,0.617734883,"a biomechanical cybertronic frog, baroque style",a toy airplane flying through the air,0.2344,a toy ,0.153323323,0.14064,-2.27520299,0.784493346,0.291900877,0.3163564503192901
AttnGAN_normal_105.jpg,0.85008348,0.864606757,"a 2 d guitarist character design, anime style",a woman in a bikini and a man in a t-shirt,0.1317,a woman ,0.164580047,0.07902,-1.591394544,1.045837986,0.595915999,0.3317557871341705
AttnGAN_normal_106.jpg,1.039514841,0.915072172,"vaporware yosemite amusement park, sci-fi style",broccoli and other vegetables on a plate,0.013,broccoli and other vegetables on a ,0.280041456,0.0078,-2.184591532,1.537956569,0.699429731,0.3756423890590668
AttnGAN_normal_107.jpg,0.856484966,0.597655792,"spritesheet game asset vector art, realistic style",a collage of photos of girls posing for a picture,0.3128,a collage of photos of ,0.186027154,0.18768,-2.095412254,1.014269206,0.583958032,0.3092428743839264
AttnGAN_normal_108.jpg,0.696426448,0.597760319,"portrait of a dancing eagle woman, abstract style",a sculpture of a cat sitting on top of a table,0.3978,a sculpture ,0.144319683,0.23867999999999998,-2.264342785,0.678279008,0.790858843,0.3543760478496551
AttnGAN_normal_109.jpg,0.54290384,0.653092562,"photograph of beautiful landscape, baroque style",two pieces of bread sitting on top of each other,0.0917,two pieces of ,0.251908749,0.05502,-2.236219645,1.104874015,0.406617329,0.4024791717529297
AttnGAN_normal_110.jpg,0.231318429,0.609472893,"painted portrait of intense woman, anime style",a person sitting at a desk with a light on,0.196,a person ,0.151432678,0.1176,-2.281947851,0.779719895,0.71599579,0.1380280256271362
AttnGAN_normal_111.jpg,0.534118347,0.439784078,"grand canyon full of potato salad, sci-fi style",a man in a black shirt and a man in a white shirt,0.0235,a man in a black shirt and a ,0.158226162,0.0141,-2.166447163,1.178897031,0.887921448,0.1979714334011078
AttnGAN_normal_112.jpg,0.594282567,0.459973271,"gorgeous young scandanavian woman, realistic style",a collage of three different images of a person with a stuffed animal,0.2603,a collage of three different images of a person ,0.169327483,0.15617999999999999,-2.263821363,0.789350472,0.257226969,0.4010634422302246
AttnGAN_normal_113.jpg,0.731596555,0.450480551,"epic colourful scene from a dream, abstract style",a person jumping in the air with an object in their hand,0.1205,a person ,0.156022385,0.07229999999999999,-2.256860256,0.879514179,0.769726539,0.304691880941391
AttnGAN_normal_114.jpg,0.631037248,0.885547035,"donut glazed with white chocolate, baroque style",a person sitting on a bench in a park,0.078,a person ,0.217756137,0.0468,-2.266840458,1.038703499,0.533338568,0.278355211019516
AttnGAN_normal_115.jpg,1.278288824,0.732760249,"ocean of canvas that catches fire, anime style",a wall with a bunch of different types of clocks on it,0.204,a wall ,0.250973016,0.12239999999999998,-2.234048605,1.112671152,0.267555626,0.3403324782848358
AttnGAN_normal_116.jpg,0.455996915,0.564498202,"portrait of beautiful armored girl, sci-fi style",a pizza covered in cheese and toppings on top of a pan,0.1202,a pizza covered in cheese and toppings on top of ,0.280197918,0.07212,-2.270317316,1.463287163,0.504604401,0.3518767654895782
AttnGAN_normal_117.jpg,0.929074763,0.943111693,"portrait of a cloaked female devil, realistic style",a woman is holding a stuffed animal in her hand,0.3226,a woman ,0.195696071,0.19355999999999998,-2.144528627,1.012573225,0.694820241,0.2681251764297485
AttnGAN_normal_118.jpg,0.547283561,0.615938553,"foxes judging a cheese competition, abstract style",a person is doing a trick on a skateboard,0.1005,a person is doing a trick ,0.216200843,0.0603,-2.28257823,1.112367509,0.645308149,0.2313356697559356
AttnGAN_normal_119.jpg,0.659590655,0.539994583,"female demon in a medieval dungeon, baroque style",a cat that is laying down on the floor,0.0977,a cat that ,0.229152814,0.05861999999999999,-2.277880907,1.297636099,0.528747044,0.2044688463211059
AttnGAN_normal_120.jpg,0.69188714,0.257002627,"die cut sticker of a pair of lips , warm color",a painting of a cartoon character with a skateboard on top of it,0.2648,a painting ,0.166029319,0.15888,-2.230535984,0.940601322,0.32253825,0.4065895676612854
AttnGAN_normal_121.jpg,0.470926324,0.469024804,"cute green tabby cat made of leaves, cold color",a little boy with a face made out of stuffed animals,0.2817,a little boy with a face made out of stuffed animals ,0.168562382,0.16902,-2.279399395,0.8493261,0.471642938,0.3864072859287262
AttnGAN_normal_122.jpg,0.672723404,0.802221475,"chinese demon god character design, top view",a cat standing on top of a snow covered ground,0.0839,a cat standing on top ,0.209157094,0.05034,-2.279627562,1.1267749,0.730391994,0.3239865899085998
AttnGAN_normal_123.jpg,0.850598208,1.119789335,"anthropomorphic pine marten animal, elevation view",a wall mounted to the side of a wall with graffiti on it,0.168,a wall mounted to the ,0.194816902,0.1008,-2.272040606,1.041064722,0.342203242,0.3346337378025055
